episode_idx,time_sec,dr_E_m,dr_N_m,gt_E_m,gt_N_m,raw_drift_m,snapped_drift_m
16,32,10.443929,-200.46597,13.116304,-143.57841,56.950294,53.735825756743736
16,33,11.973371,-206.19214,14.983411,-150.1173,56.155575,53.44675950610502
16,34,13.463604,-211.80319,16.78926,-156.50034,55.402763,53.62695600944983
16,35,15.027716,-217.84352,18.664837,-163.34328,54.621475,52.78821947000003
16,36,16.62803,-224.41533,20.43477,-170.17642,54.37233,52.44076861680812
16,37,18.53804,-231.59027,22.256521,-176.65399,55.061985,52.40676538239931
16,38,20.532154,-238.1258,24.121994,-182.84285,55.399376,52.8313955423905
16,39,22.407055,-244.08047,25.880428,-188.81447,55.375046,52.75234870877806
16,40,24.039114,-249.22655,27.543732,-194.40979,54.928673,52.410610734826925
16,41,25.564556,-254.3402,29.172146,-199.84856,54.610928,52.23045468230558
16,42,26.941523,-259.679,30.544062,-205.03159,54.766018,52.38307611298681
16,43,28.146156,-265.25375,31.330194,-208.85446,56.489098,54.12338124460994
16,44,29.338036,-270.83417,31.855747,-211.11314,59.77407,57.42735368064961
16,45,30.516985,-276.3424,32.297867,-213.23776,63.129772,60.82321903444662
16,46,31.719215,-281.88794,32.75532,-215.48427,66.41176,64.20367219071953
16,47,32.98834,-287.56897,33.549576,-218.90248,68.66878,66.23236552630647
16,48,34.235428,-293.4809,34.442875,-223.23747,70.24373,67.77315192741102
16,49,35.560677,-299.93866,35.405895,-227.38416,72.55467,70.1481828417485
16,50,37.021076,-307.00333,36.55406,-231.75192,75.25285,72.45797826388352
16,51,38.56557,-314.77026,37.91645,-237.29745,77.475525,59.18808859972452
16,52,40.21278,-323.4102,39.407986,-243.23193,80.18229,45.41080100762698
16,53,41.984722,-332.79193,41.111107,-250.18828,82.60827,45.90729002855802
16,54,43.755287,-342.49594,42.85519,-257.62927,84.871445,45.82551936857208
16,55,45.641426,-352.74603,44.59395,-264.92294,87.82934,30.76846214177231
16,56,47.327072,-363.45776,46.357864,-272.1604,91.30251,30.880226698031294
16,57,49.03667,-375.16943,48.253723,-279.80615,95.36649,7.783612455845179
16,58,50.742157,-387.01236,50.253597,-287.32843,99.68513,15.220315256870308
16,59,52.482796,-399.2237,52.2515,-294.72318,104.50078,7.659927251012682
16,60,54.29385,-411.88553,54.20133,-302.0278,109.857765,0.0
17,1,1.3437401,-5.2052584,1.5813862,-6.366914,1.1857145,1.1846856098163587
17,2,2.8302414,-10.336612,3.4127789,-13.145284,2.868447,2.863393008685304
17,3,4.295275,-15.12896,5.279885,-19.68417,4.660407,4.650486240997133
17,4,5.828806,-20.171074,7.085736,-26.067204,6.0286164,6.015620400798248
17,5,7.4556723,-25.647453,8.961312,-32.910152,7.4171257,7.398512891814207
17,6,9.159456,-31.70375,10.731245,-39.74329,8.191747,8.169660169535792
17,7,11.208321,-38.43323,12.552995,-46.22086,7.9028664,7.8772395312851655
17,8,13.412735,-44.837242,14.418468,-52.40973,7.638983,7.562928884765606
17,9,15.580776,-50.958267,16.1769,-58.38134,7.446971,7.279369775865959
17,10,17.54387,-56.464287,17.840206,-63.97667,7.5182247,7.2901585734552805
17,11,19.449556,-62.11486,19.46862,-69.415436,7.3006,7.003357874429721
17,12,21.20587,-68.04822,20.840534,-74.59845,6.560412,6.172615991857442
17,13,22.78044,-74.26168,21.626667,-78.42133,4.3167005,3.8419853157274564
17,14,24.34346,-80.49215,22.152222,-80.680016,2.199277,0.2625080765569308
17,15,25.891937,-86.6534,22.594343,-82.80464,5.0682383,4.495689047893631
17,16,27.46763,-92.85373,23.051798,-85.05114,8.965488,8.599994457612574
17,17,29.121227,-99.19308,23.846052,-88.46935,11.950972,11.718101208056602
17,18,30.75342,-105.76961,24.739347,-92.80434,14.292212,14.025755241300626
17,19,32.479492,-112.8914,25.70237,-96.95103,17.32123,17.095195556462304
17,20,34.36323,-120.61512,26.850534,-101.31879,20.707224,20.50294258232307
17,21,36.350582,-129.03957,28.212923,-106.864334,23.621227,23.45806172331177
17,22,38.46594,-138.33481,29.70446,-112.798805,26.99724,26.884662375801213
17,23,40.731224,-148.3685,31.40758,-119.75516,30.09408,30.016962598132437
17,24,43.003616,-158.73239,33.151665,-127.19616,33.03929,33.01988442623302
17,25,45.412243,-169.63916,34.890423,-134.48982,36.69039,36.67508098949238
17,26,47.618134,-181.01962,36.65434,-141.72728,40.793297,40.79497872946206
17,27,49.875366,-193.40135,38.550198,-149.37303,45.461548,45.45120447625878
17,28,52.13237,-205.9183,40.55007,-156.89531,50.37265,50.20932338410194
17,29,54.436745,-218.80392,42.547974,-164.29005,55.795204,55.55757235373029
17,30,56.828102,-232.13902,44.497803,-171.59468,61.787167,60.972283052649026
17,31,59.49307,-245.90779,46.46699,-179.10033,68.06553,66.54030406305091
17,32,62.381985,-259.84845,48.59041,-186.85284,74.28705,72.71365774554634
17,33,65.31092,-273.5833,50.840977,-194.77704,80.1237,78.47478617352151
17,34,68.243225,-286.83682,53.184067,-202.51678,85.65423,83.77463448643773
17,35,71.36492,-299.59045,55.765335,-210.0352,90.90374,88.8655306458407
17,36,74.40519,-311.61734,58.538956,-217.49638,95.4489,93.01767264938533
17,37,77.40406,-323.2621,61.56391,-225.28893,99.24541,96.59519093504555
17,38,80.85824,-334.80853,64.81349,-233.54893,102.52287,100.27429266967258
17,39,84.76589,-346.68674,68.21327,-241.87833,106.10745,103.50888226909089
17,40,88.308395,-358.5664,71.76813,-249.79317,110.02362,107.68069931057035
17,41,91.95237,-371.19717,75.07745,-257.69067,114.754036,86.276024701461
17,42,95.14597,-382.70123,78.40937,-265.4303,118.45922,88.73416545084135
17,43,98.17322,-393.10327,81.606224,-273.31476,120.92871,69.34442829707022
17,44,100.85384,-402.33875,84.832436,-281.23874,122.15522,72.7053930158957
17,45,103.07542,-410.17886,87.96602,-288.92624,122.1904,56.71199571276264
17,46,104.97102,-417.31265,90.977936,-296.36694,121.752495,56.381436954611665
17,47,106.700356,-424.3297,93.847664,-303.5513,121.46035,40.949096337657174
17,48,108.33801,-431.81995,96.621506,-310.64484,121.74023,41.03215393819475
17,49,109.957115,-439.81198,99.57194,-317.7838,122.469284,25.60991600188221
17,50,111.64235,-448.1266,102.52242,-324.8782,123.58534,26.579621798486873
17,51,113.3773,-456.85272,105.177246,-331.75967,125.36153,10.556763298544979
17,52,115.04411,-465.3744,107.2839,-337.72925,127.88081,14.215901311206501
17,53,116.52068,-472.99054,108.71008,-341.70767,131.51501,2.363812422487492
17,54,117.73413,-479.19287,109.523544,-343.9271,135.51474,6.313301772224543
17,55,118.663536,-483.93542,109.946915,-345.50623,138.70335,0.0
17,56,119.36713,-487.46338,110.22605,-346.7298,141.03014,2.4973777627214155
17,57,119.88438,-490.208,110.4256,-348.1865,142.33615,1.4702926732480792
17,58,120.31479,-492.60962,110.724106,-349.177,143.7529,0.0
17,59,120.72399,-494.9089,111.04437,-350.05444,145.1775,1.329865866279553
17,60,121.12862,-497.1456,111.41241,-351.33237,146.13658,2.2626011530803267
18,1,2.0780947,-7.740188,1.778375,-6.7606516,1.0243651,1.0239168635441023
18,2,4.3714476,-15.905109,3.901793,-14.513158,1.4690489,1.4673086515967841
18,3,6.7102385,-24.033743,6.152359,-22.437357,1.6910582,1.6895516286880403
18,4,9.126113,-32.196102,8.495449,-30.177103,2.1152055,2.1143814342221834
18,5,11.693553,-40.213737,11.076718,-37.695526,2.5926576,2.575329188793198
18,6,14.161049,-47.72352,13.85034,-45.156704,2.5855515,2.5052873658008856
18,7,16.568806,-54.942963,16.875296,-52.949245,2.0171378,1.7430937257146972
18,8,19.246918,-62.046383,20.124872,-61.209248,1.2130951,0.44326811842275904
18,9,22.269598,-69.44862,23.524652,-69.538635,1.2582781,0.5576323554924003
18,10,25.033348,-76.798744,27.079512,-77.45348,2.1483643,1.435618253002535
18,11,27.95856,-84.79428,30.388836,-85.351006,2.4932265,1.4527344641280195
18,12,30.409569,-91.70899,33.720757,-93.090614,3.5878747,2.5783617103396756
18,13,32.55525,-97.53175,36.917603,-100.97509,5.5575805,4.830218709758902
18,14,34.2699,-102.195045,40.143814,-108.89907,8.913294,8.42417290013313
18,15,35.476665,-105.542725,43.2774,-116.58655,13.521003,13.170189872358135
18,16,36.41902,-108.29772,46.289318,-124.02727,18.569904,18.290436664721952
18,17,37.354202,-111.20229,49.15905,-131.21162,23.232042,22.985294718725967
18,18,38.346844,-114.589066,51.932888,-138.30515,27.331905,27.090697382709692
18,19,39.42137,-118.475525,54.88332,-145.44414,31.08662,30.800042344954747
18,20,40.59457,-122.71739,57.833805,-152.53853,34.445484,34.11096515775665
18,21,41.862473,-127.368805,60.48863,-159.41998,37.070362,36.674035544249506
18,22,43.08008,-131.89098,62.59528,-165.38956,38.76852,38.34846826447461
18,23,44.064182,-135.57025,64.02147,-169.368,39.250237,38.745201878333866
18,24,44.68997,-137.894,64.83492,-171.5874,39.256397,38.716478815256636
18,25,44.9373,-138.81126,65.25829,-173.16653,39.915253,39.397902258706026
18,26,44.870037,-138.56506,65.53744,-174.39012,41.359116,40.89457811737688
18,27,44.609207,-137.56909,65.736984,-175.84682,43.721474,43.351444979137405
18,28,44.277775,-136.25572,66.03549,-176.83733,46.046333,45.72768538191504
18,29,43.923664,-134.84528,66.35575,-177.71475,48.38378,48.104005278023855
18,30,43.55014,-133.37521,66.72379,-178.99269,51.166126,50.97890470425837
18,31,43.203518,-131.96194,67.160385,-180.3218,53.968567,53.817493487412655
18,32,42.8673,-130.49141,67.58657,-181.8046,56.956875,56.846113357858734
18,33,42.535854,-129.04346,68.097694,-184.24689,60.83442,60.7830683904611
18,34,42.272835,-127.92853,68.90895,-186.72874,64.5519,64.52531020868571
18,35,42.05188,-127.084305,69.672775,-188.88593,67.693085,67.67912862199645
18,36,41.88625,-126.52182,70.41506,-190.86653,70.38561,70.37755820431003
18,37,41.834503,-126.35246,71.41421,-193.94054,73.77741,73.78467379896385
18,38,41.86623,-126.45488,72.98214,-198.3246,78.31639,78.33386897602314
18,39,42.060295,-127.13086,74.88107,-204.43588,83.98375,84.02864656302584
18,40,42.412525,-128.3489,76.93267,-210.8407,89.423355,89.49033601951265
18,41,43.063896,-130.75854,78.74621,-216.93752,93.27402,93.36728851394335
18,42,43.692474,-133.51619,80.39634,-222.75279,96.49013,96.56926428887652
18,43,44.345715,-136.76366,81.70146,-228.2638,98.83182,98.94969378752793
18,44,44.877834,-139.62193,82.32991,-233.13306,100.73226,100.92155034841699
18,45,45.154453,-141.07286,82.97816,-235.8311,102.02821,102.34839657593793
18,46,45.193935,-141.27795,83.38545,-237.38252,103.415085,103.77758860634529
18,47,45.02354,-140.3649,83.8295,-237.79613,104.87491,105.0762545170704
18,48,44.749863,-138.87932,83.99334,-238.1751,106.76939,106.96761954442636
18,49,44.422745,-137.08296,84.05549,-238.40904,108.80132,108.9982012630444
18,50,44.066525,-135.1397,84.204605,-238.45396,110.83729,111.02315008152172
18,51,43.71352,-133.21077,84.40959,-238.73016,113.095146,113.3132865176809
18,52,43.354416,-131.24597,84.478836,-239.37376,115.68421,115.90033988475639
18,53,42.99545,-129.2638,84.45185,-240.07474,118.311874,118.52804244728955
18,54,42.643036,-127.30358,84.42404,-240.53154,120.690605,120.90069938103625
18,55,42.32873,-125.54537,84.35589,-240.97545,122.842926,123.06676215698255
18,56,42.02919,-123.89706,84.33544,-241.76448,125.22998,125.44707260315668
18,57,41.759888,-122.488,84.517525,-243.58275,128.42178,128.6367674890906
18,58,41.600506,-121.66527,84.98697,-247.45274,133.05966,133.28649518071865
18,59,41.530193,-121.27734,85.61371,-252.77477,138.69005,138.93807522093206
18,60,41.5908,-121.69713,86.36338,-258.91888,144.34125,144.6242674502304
19,1,0.5785793,-1.785059,0.39597842,-1.2063376,0.60684556,0.606644153519655
19,2,1.0573831,-3.329631,0.8221599,-2.6891382,0.6823204,0.6750950851313936
19,3,1.5008506,-4.7521114,1.3332841,-5.1314235,0.41467592,0.3369437240998093
19,4,1.9726787,-6.229793,2.144541,-7.613294,1.3941348,1.3684278707399924
19,5,2.5116656,-7.786112,2.9083657,-9.770475,2.023628,2.002973597708205
19,6,3.1685052,-9.511364,3.6506553,-11.75108,2.2910247,2.2725311007267224
19,7,3.9784765,-11.575425,4.6497993,-14.825085,3.318277,3.2816934768390196
19,8,4.8968515,-13.889314,6.2177315,-19.209146,5.4813633,5.469289313908666
19,9,5.969498,-16.765343,8.116668,-25.32042,8.820413,8.782616987331666
19,10,7.250787,-20.180687,10.1682625,-31.725246,11.907498,11.890458110160427
19,11,8.89146,-24.797916,11.981804,-37.822063,13.385762,13.354572219321096
19,12,10.459903,-29.841013,13.631936,-43.637337,14.156282,14.110353585448744
19,13,12.039179,-35.418724,14.937055,-49.148335,14.032102,13.991602509902538
19,14,13.463559,-40.741512,15.565502,-54.017605,13.441459,13.381111024887472
19,15,14.55211,-44.73995,16.21375,-56.71564,12.090421,12.046732645761457
19,16,15.327398,-47.567654,16.621042,-58.26707,10.777339,10.71955092646301
19,17,15.802382,-49.33952,17.065088,-58.680676,9.426114,9.46790352589784
19,18,16.132309,-50.58177,17.228933,-59.05964,8.548498,8.607303160145397
19,19,16.38569,-51.543774,17.291079,-59.293587,7.8025208,7.870450514264996
19,20,16.606524,-52.37823,17.4402,-59.338505,7.0100236,7.108059246881887
19,21,16.831564,-53.229607,17.645187,-59.61471,6.4367347,6.575985717400028
19,22,17.047209,-54.04619,17.714428,-60.25831,6.247849,6.228195654626081
19,23,17.257328,-54.847107,17.68744,-60.959282,6.12729,6.059626822132976
19,24,17.47255,-55.671738,17.659632,-61.41609,5.747396,5.637505719754639
19,25,17.738964,-56.696663,17.591482,-61.85999,5.1654325,4.956710759761664
19,26,18.036612,-57.828392,17.571035,-62.649033,4.843071,4.548550750559499
19,27,18.40793,-59.18986,17.75312,-64.467285,5.317892,5.13831486900368
19,28,18.941074,-61.12553,18.22256,-68.33729,7.2474623,6.9440582412429155
19,29,19.563509,-63.4966,18.849302,-73.65931,10.187774,10.042479279634188
19,30,20.279583,-66.686844,19.598976,-79.80343,13.134231,12.939179476434019
19,31,21.083021,-70.435844,20.477264,-85.88874,15.464765,15.277134418890993
19,32,21.988008,-74.63564,21.62084,-92.788605,18.156675,17.980095821365314
19,33,23.052212,-79.1818,22.89625,-100.688194,21.50696,21.34212864499266
19,34,24.248238,-84.264336,24.4406,-109.45069,25.18709,24.96173808645851
19,35,25.48348,-89.18526,25.901014,-118.42482,29.242544,28.914331761156298
19,36,26.985487,-94.93639,27.562275,-127.11003,32.178806,31.856701282898374
19,37,28.632809,-101.10537,29.487453,-135.64256,34.547768,34.16392690959732
19,38,30.544662,-107.954956,31.55324,-144.26785,36.3269,35.94962415530009
19,39,32.58377,-115.3447,33.892,-153.39189,38.06967,37.831511669902696
19,40,34.4725,-122.476524,36.669544,-162.81161,40.394882,40.0921500666596
19,41,36.4669,-129.28506,39.660877,-172.45088,43.28382,42.84908424624559
19,42,38.68552,-136.60007,42.930008,-182.14752,45.744793,45.33879232808744
19,43,41.08355,-144.24892,46.445854,-191.87752,47.929512,47.53990067310869
19,44,43.49773,-152.16087,49.942493,-201.41887,49.67781,49.103047779045845
19,45,45.688095,-160.13075,53.40451,-211.2241,51.672756,51.244061742166494
19,46,47.870613,-168.34006,57.03651,-221.6533,54.095436,53.67224877122395
19,47,50.463497,-177.35161,60.464603,-232.20659,55.759224,55.178997456064565
19,48,53.247234,-186.5514,63.948456,-242.66823,57.128048,56.41940580932203
19,49,55.99699,-195.55629,67.532364,-253.33095,58.91499,58.23157864168633
19,50,58.532833,-203.73048,70.94085,-264.0279,61.560833,60.997549416953724
19,51,61.16339,-212.02783,74.09932,-274.5778,63.87359,63.33807431417099
19,52,63.92706,-220.97545,76.69693,-285.34528,65.62427,65.17350344591678
19,53,66.09215,-229.72618,79.014885,-296.12943,67.649,67.18033810951297
19,54,67.84194,-238.60587,80.83841,-307.1911,69.80575,69.31567410426517
19,55,69.410736,-247.36133,82.24325,-318.37732,72.16609,71.72494600010995
19,56,70.93871,-255.07407,83.55154,-329.68674,75.67123,75.33758662404904
19,57,72.50162,-262.17017,84.685036,-341.41425,80.17518,79.88244923734867
19,58,74.45548,-268.55884,86.44325,-353.30188,85.58674,85.30160617980407
19,59,77.285904,-275.13895,88.91636,-365.2224,90.831154,90.558573882165
19,60,80.683754,-282.3159,91.85002,-376.77777,95.119576,94.68447171900699
20,1,0.04574582,-0.342586,0.8036068,-5.448741,5.16209,5.1620876353941325
20,2,0.14186019,-1.0303102,1.9471818,-12.348608,11.461372,11.461260303550487
20,3,0.3101585,-2.0801477,3.2225919,-20.248192,18.400003,18.400045198976514
20,4,0.5330008,-3.4511876,4.7669415,-29.010689,25.907806,25.90823946122454
20,5,0.6854056,-4.308106,6.227356,-37.98482,34.129673,34.130534884253755
20,6,0.93969977,-5.6629186,7.8886175,-46.670036,41.59172,41.59220373804685
20,7,1.2542149,-7.289329,9.813795,-55.202557,48.671795,48.67381970327059
20,8,1.6981696,-9.454179,11.879582,-63.827858,55.318695,55.32392448623993
20,9,2.2122495,-11.999165,14.21834,-72.95189,62.123917,62.13438584938147
20,10,2.591626,-13.982859,16.995886,-82.37161,69.88924,69.90811127947191
20,11,2.9066634,-15.42528,19.98722,-92.01088,78.46719,78.4956584435754
20,12,3.2531366,-16.94218,23.25635,-101.70752,87.093575,87.13529733447932
20,13,3.6482568,-18.600626,26.772196,-111.43752,95.67344,95.73325099312542
20,14,4.0096645,-20.170769,30.268835,-120.97887,104.17205,104.23842911778242
20,15,4.2365475,-21.299953,33.73085,-130.7841,113.38735,113.46267321247943
20,16,4.4486446,-22.40323,37.362854,-141.2133,123.28495,123.36760380590698
20,17,4.842437,-24.248621,40.790947,-151.76659,132.48822,132.58165920498817
20,18,5.2637773,-26.09884,44.274796,-162.22823,141.60886,141.71641969612895
20,19,5.5823007,-27.481329,47.858704,-172.89096,151.43071,151.55034508281358
20,20,5.681456,-27.90312,51.267193,-183.5879,162.22148,162.34580335403078
20,21,5.7446957,-28.164835,54.42566,-194.13779,172.96489,173.09149279610858
20,22,5.9156365,-28.896046,57.023273,-204.90527,183.27914,183.4224413945702
20,23,5.9601197,-29.151169,59.341225,-215.68944,194.02596,194.16499964048094
20,24,5.974992,-29.26987,61.164753,-226.75111,205.04817,205.17943726913032
20,25,5.9531813,-29.067524,62.569588,-237.93733,216.40706,216.53044263227704
20,26,5.7890124,-27.767916,63.87788,-249.24673,228.96983,229.07367036627576
20,27,5.483336,-25.701546,65.01138,-260.97424,242.6867,242.7842942194604
20,28,4.8388996,-22.909985,66.76959,-272.86188,257.50992,257.59008361055294
20,29,3.967299,-20.416704,69.2427,-284.7824,272.30515,272.35414827775674
20,30,3.2480102,-18.57453,72.17636,-296.33777,286.18796,286.2128681231905
20,31,2.161439,-16.205433,76.07593,-307.55835,300.58255,300.5478316872057
20,32,0.68684876,-13.282711,80.920944,-318.19025,315.28735,315.15582364251634
20,33,-0.69250774,-10.79948,86.23625,-328.2663,329.15314,328.92043990968665
20,34,-2.4978833,-7.850044,91.708595,-338.20755,343.52722,343.13369333485866
20,35,-4.39978,-4.864798,97.3017,-348.12918,358.01343,357.33502009319903
20,36,-6.2807636,-1.959724,103.070435,-357.62354,372.09467,371.1681150725934
20,37,-8.088245,0.99675035,108.52018,-366.80157,385.84085,382.5191490949784
20,38,-10.302636,4.823489,113.41685,-375.87112,400.29352,387.1633481807846
20,39,-13.232521,10.119894,117.53275,-384.10648,415.34805,389.31350984502245
20,40,-17.057032,17.071175,121.37062,-391.1408,431.04434,389.257555471786
20,41,-21.562408,25.276318,124.25418,-395.8519,445.65845,402.53574293369405
20,42,-26.937624,34.73465,125.755806,-399.28027,460.09155,418.6174317820516
20,43,-33.649822,44.17205,127.614426,-402.28802,474.6923,409.6905500484479
20,44,-41.856796,51.814503,129.89713,-404.8678,487.91202,425.19711076508804
20,45,-52.144318,55.32501,133.72849,-406.30823,497.64844,415.4178325186408
20,46,-62.49813,54.867184,138.92528,-405.28302,502.3043,408.2506737670616
20,47,-72.59579,53.107468,144.77965,-401.98364,504.34116,398.389362731866
20,48,-82.30123,51.04538,151.25888,-398.66336,506.74283,406.34300291080444
20,49,-91.23227,48.520115,157.97856,-394.91565,508.6662,396.6891018470852
20,50,-100.47414,45.677097,164.40788,-391.08075,510.8032,404.35091260571664
20,51,-109.52858,42.771976,170.77367,-387.3538,513.398,394.93079713861704
20,52,-118.77135,40.03872,176.98259,-383.85852,516.8745,402.99811361633715
20,53,-128.15256,37.35708,183.67894,-380.19388,521.14075,394.13421843046746
20,54,-137.26183,34.918365,191.01172,-376.29138,526.172,402.5348850751106
20,55,-146.45233,32.424507,198.57545,-372.4452,531.94324,394.35016402666486
20,56,-155.21454,30.014418,207.11162,-368.52893,538.6252,403.5758643099111
20,57,-163.84781,27.552408,216.1204,-364.44913,545.93134,396.4754551775397
20,58,-172.27928,25.298168,224.96248,-360.7333,553.91455,406.32803770331446
20,59,-181.64728,23.651733,232.555,-357.92554,563.1738,415.46042441821186
20,60,-193.04053,25.115112,238.93793,-356.9617,576.70447,429.55455386848416
21,1,3.8772097,-10.600338,3.5351114,-10.087054,0.6168398,0.6089329647620727
21,2,8.243411,-21.393805,8.380133,-20.718958,0.688557,0.533094912276198
21,3,13.506042,-33.040596,13.695437,-30.794996,2.2535727,1.8759034511698223
21,4,19.428469,-44.811726,19.167782,-40.736267,4.0837874,3.678215044163621
21,5,25.630684,-56.604725,24.760883,-50.65789,6.0101075,5.533903210991039
21,6,32.01052,-68.52218,30.52962,-60.152237,8.499941,7.952910094695073
21,7,38.31086,-81.060165,35.97937,-69.33027,11.959361,11.539334374740822
21,8,44.123844,-93.35998,40.87603,-78.39983,15.308632,14.691938391671501
21,9,49.26177,-104.797676,44.991943,-86.63517,18.657654,17.722286339259373
21,10,53.776035,-114.909096,48.829807,-93.6695,21.807922,19.564610096371688
21,11,57.827168,-124.00371,51.713367,-98.38061,26.342396,21.42219601242868
21,12,61.481705,-131.89505,53.21499,-101.80897,31.201138,25.511058475939627
21,13,65.69965,-139.00987,55.073612,-104.81672,35.806206,31.24692281653272
21,14,71.551735,-145.44589,57.356316,-107.396515,40.611145,37.163473629727065
21,15,79.87911,-149.08443,61.187668,-108.83694,44.376015,41.613349846234016
21,16,89.51727,-149.45953,66.38447,-107.811714,47.641026,43.67405690287296
21,17,99.29316,-148.58275,72.23884,-104.512344,51.712055,44.58705580303308
21,18,109.434326,-147.29541,78.71806,-101.19206,55.39862,45.61634518989063
21,19,120.14439,-145.2082,85.437744,-97.44434,59.04183,46.40135342479159
21,20,130.57066,-142.92755,91.86707,-93.60946,62.691643,48.293423888226116
21,21,141.29527,-140.446,98.23285,-89.88251,66.41566,50.80370670560193
21,22,152.07718,-138.21056,104.44177,-86.38724,70.39026,53.262722605936744
21,23,162.88724,-136.07166,111.13812,-82.72258,74.32426,53.710490618768766
21,24,174.0987,-134.04893,118.4709,-78.82008,78.38799,56.54254077412568
21,25,185.32849,-131.9836,126.03464,-74.97391,82.25488,54.43586512253104
21,26,197.02022,-129.79163,134.57082,-71.05765,85.72985,53.54581945709176
21,27,208.82185,-127.46418,143.57959,-66.97783,88.96714,59.25247221922693
21,28,220.92796,-125.28422,152.42168,-63.262,92.4114,70.25361818110974
21,29,232.44531,-124.23455,160.01418,-60.454243,96.510086,76.47224841811902
21,30,241.85962,-126.24931,166.39711,-59.490406,100.753876,83.68792538808621
21,31,248.29857,-130.30997,171.89973,-60.317696,103.61322,90.6562851274587
21,32,251.60567,-135.0719,176.33533,-63.400017,103.93499,93.80113358136623
21,33,253.28,-139.74219,180.06537,-68.3513,102.25967,92.90508828298007
21,34,254.37317,-144.60097,183.4564,-75.09004,99.302345,90.31989701615234
21,35,255.36203,-149.94896,186.69847,-83.296005,95.69379,85.69645089616829
21,36,256.4135,-155.75615,189.77353,-91.71336,92.42492,82.56101958146479
21,37,257.6638,-161.67831,192.95398,-99.73363,89.5796,79.10335261608152
21,38,259.11578,-167.77663,196.94807,-107.05232,86.90377,77.09193365085224
21,39,260.52686,-174.43529,200.19995,-114.76661,84.85097,73.52023226041064
21,40,261.77628,-181.78423,203.24576,-123.53328,82.5772,71.64145691834025
21,41,263.17438,-189.86885,206.34239,-133.02939,80.377846,69.68905104788631
21,42,264.82584,-197.9751,209.87564,-142.63618,77.98666,67.99735780406624
21,43,266.57877,-206.24063,213.60956,-152.45514,75.48918,65.62706243338609
21,44,268.2509,-214.98143,217.32578,-162.12955,73.394066,64.56772254992688
21,45,269.70065,-224.0276,220.69493,-171.71455,71.68135,63.41439725166826
21,46,270.96063,-233.33112,223.88333,-181.45433,70.05336,62.48293142048556
21,47,271.9452,-242.44551,226.6399,-191.6816,68.04076,61.08718076102696
21,48,272.69125,-250.84515,229.31714,-201.74474,65.51462,58.11931387482648
21,49,273.32272,-258.7679,232.03865,-211.64282,62.65101,54.741817279737056
21,50,273.95123,-267.21954,234.7237,-221.75983,60.044865,52.662862148131545
21,51,274.58313,-275.5934,237.5926,-232.07828,57.112747,49.07818513071285
21,52,274.8558,-284.15485,240.38683,-242.2655,54.247837,43.95978361528775
21,53,275.21106,-292.9178,243.25143,-252.51526,51.51487,41.760112192633024
21,54,275.3007,-301.30878,245.86813,-263.0563,48.26517,41.26487938482835
21,55,275.20718,-308.8118,248.13947,-273.76346,44.283714,40.41665601150101
21,56,275.32193,-316.98495,249.81427,-283.9445,41.741024,39.19272965548594
21,57,275.56076,-325.18576,250.2183,-293.69006,40.425472,20.748238221126172
21,58,275.7186,-332.63596,254.58322,-303.39026,36.083443,0.0
21,59,275.76367,-340.49924,256.97113,-313.3085,33.05292,7.900874738066843e-10
21,60,275.74832,-348.2654,260.09512,-323.3057,29.462011,0.0
22,1,8.19682,-2.069471,4.922763,-0.827735,3.5016224,18.755773410621682
22,2,14.57324,-7.262079,9.358349,-3.9100585,6.199285,22.433136274877842
22,3,19.672026,-14.408942,13.088388,-8.861346,8.609303,7.543852356288596
22,4,24.245699,-22.733454,16.479424,-15.6000805,10.545143,9.368029130995641
22,5,28.685148,-31.609879,19.721487,-23.806047,11.884739,10.56136696346708
22,6,33.362286,-41.049107,22.796549,-32.2234,13.766913,12.851635011019154
22,7,38.520603,-50.743828,25.977,-40.243668,16.358343,14.572212803388664
22,8,44.17604,-60.74468,29.971104,-47.562363,19.379208,17.643233657282412
22,9,49.945286,-71.56757,33.22298,-55.27665,23.345871,21.068879412642566
22,10,55.626785,-83.34967,36.268776,-64.04333,27.33985,24.93350582530512
22,11,61.749893,-95.95595,39.365414,-73.53943,31.679098,28.953262031915465
22,12,68.46503,-108.79512,42.89867,-83.146225,36.2147,32.353931401566264
22,13,75.46625,-121.92435,46.632587,-92.96519,40.86579,35.54469955965006
22,14,82.51073,-135.79465,50.348793,-102.63959,46.191425,40.33419161460111
22,15,89.32405,-150.27348,53.71795,-112.224594,52.11058,45.91553547579695
22,16,96.001144,-165.4067,56.906357,-121.96438,58.443455,52.3289595511791
22,17,102.39952,-181.03809,59.66292,-132.19164,64.90295,58.548835495540516
22,18,108.42454,-196.59488,62.34016,-142.25478,71.25038,63.50639723535674
22,19,114.35756,-212.33577,65.06167,-152.15286,77.79504,74.45484729722484
22,20,120.4379,-228.73055,67.74672,-162.26987,84.813805,83.65787460407734
22,21,126.59141,-245.26727,70.61564,-172.58832,91.73613,86.2584037601993
22,22,132.12315,-262.37387,73.40986,-182.77554,98.90978,93.67715851374314
22,23,137.90898,-279.74963,76.27446,-193.0253,106.395134,102.07517752265218
22,24,143.13438,-297.1587,78.89117,-203.56633,113.51969,111.43931552016811
22,25,147.80037,-314.12,81.16248,-214.27351,120.04136,118.02142572365024
